molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL324842,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,intermediate,360.3180000000001,1.7612999999999996,5.0,7.0,5.045757490560675
CHEMBL304722,O=C(CC(O)CCc1ccc(O)c(O)c1)O[C@H]1Cc2cc(O)c(O)cc2O[C@H]1c1ccc(O)c(O)c1,intermediate,498.4840000000002,2.892000000000003,7.0,10.0,5.853871964321762
CHEMBL304722,O=C(CC(O)CCc1ccc(O)c(O)c1)O[C@H]1Cc2cc(O)c(O)cc2O[C@H]1c1ccc(O)c(O)c1,active,498.4840000000002,2.892000000000003,7.0,10.0,6.0
CHEMBL67076,O=C(CCc1ccc(O)c(O)c1)c1ccc(O)c(O)c1O,intermediate,290.271,2.0301000000000013,5.0,6.0,5.769551078621726
CHEMBL67076,O=C(CCc1ccc(O)c(O)c1)c1ccc(O)c(O)c1O,active,290.271,2.0301000000000013,5.0,6.0,6.0
CHEMBL177126,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,active,516.4550000000003,1.0295999999999996,7.0,11.0,6.6020599913279625
CHEMBL177126,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,active,516.4550000000003,1.0295999999999996,7.0,11.0,6.337242168318426
CHEMBL145335,O=C(O)C(=O)CC(=O)c1cccc(Cc2cccc(Cl)c2)c1,active,316.74,3.157300000000002,1.0,3.0,7.0
CHEMBL143614,O=C(O)C(=O)CC(=O)c1csc(Cc2ccccc2)c1,active,288.324,2.5654000000000012,1.0,4.0,6.795880017344075
CHEMBL143614,O=C(O)C(=O)CC(=O)c1csc(Cc2ccccc2)c1,active,288.324,2.5654000000000012,1.0,4.0,7.0
CHEMBL144118,O=C(O)C(=O)CC(=O)c1cccc(Cc2ccc(Cl)cc2)c1,active,316.74,3.157300000000002,1.0,3.0,6.0
CHEMBL144118,O=C(O)C(=O)CC(=O)c1cccc(Cc2ccc(Cl)cc2)c1,active,316.74,3.157300000000002,1.0,3.0,6.301029995663981
CHEMBL286494,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,inactive,504.4500000000004,5.081040000000003,6.0,8.0,5.0
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,active,543.5250000000003,0.0012999999999993017,6.0,12.0,6.045757490560675
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,intermediate,543.5250000000003,0.0012999999999993017,6.0,12.0,5.619788758288394
CHEMBL85802,O=C(O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1,intermediate,300.285,2.969100000000002,2.0,3.0,5.6020599913279625
CHEMBL85802,O=C(O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1,active,300.285,2.969100000000002,2.0,3.0,6.3979400086720375
CHEMBL292992,Cc1cccc2c1C(O)=C1C(=O)C3C(O)=C(C(=O)NCN4CCN(C(=N)N=C(N)N)CC4)C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2(C)O,active,608.7000000000003,-0.4689099999999959,7.0,9.0,6.045757490560675
CHEMBL292992,Cc1cccc2c1C(O)=C1C(=O)C3C(O)=C(C(=O)NCN4CCN(C(=N)N=C(N)N)CC4)C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2(C)O,active,608.7000000000003,-0.4689099999999959,7.0,9.0,6.522878745280337
CHEMBL86930,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2ccc(COc3cccc(/C(O)=C/C(=O)C(=O)O)c3)cc2)c1,intermediate,518.4740000000003,3.9498000000000024,4.0,8.0,5.769551078621726
CHEMBL86930,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2ccc(COc3cccc(/C(O)=C/C(=O)C(=O)O)c3)cc2)c1,intermediate,518.4740000000003,3.9498000000000024,4.0,8.0,5.721246399047171
CHEMBL87771,O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)NCCCCCCNC(=O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1,inactive,680.7480000000004,6.575400000000006,4.0,6.0,4.494850021680094
CHEMBL87771,O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)NCCCCCCNC(=O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1,intermediate,680.7480000000004,6.575400000000006,4.0,6.0,5.568636235841013
CHEMBL342295,O=C(O)C(=O)CC(=O)c1cccn1Cc1ccccc1,active,271.272,1.7629000000000001,1.0,4.0,6.657577319177793
CHEMBL147147,O=C(O)C(=O)CC(=O)c1cccc(Cc2ccc(F)cc2)c1,active,300.285,2.6430000000000007,1.0,3.0,7.0
CHEMBL86448,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2cccc(COc3cccc(/C(O)=C/C(=O)C(=O)O)c3)c2)c1,intermediate,518.4740000000003,3.9498000000000024,4.0,8.0,5.136677139879544
CHEMBL86448,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2cccc(COc3cccc(/C(O)=C/C(=O)C(=O)O)c3)c2)c1,active,518.4740000000003,3.9498000000000024,4.0,8.0,6.3979400086720375
CHEMBL282731,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,active,474.3740000000002,1.2283999999999997,6.0,10.0,6.698970004336019
CHEMBL216962,COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5C(C)CN(Cc6ccc([N+](=O)[O-])cc6)CC5C)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,inactive,972.1020000000002,6.591020000000008,6.0,17.0,4.686132779630847
CHEMBL216962,COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5C(C)CN(Cc6ccc([N+](=O)[O-])cc6)CC5C)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,inactive,972.1020000000002,6.591020000000008,6.0,17.0,4.705533773838407
CHEMBL431948,O=C(/C=C\c1ccc(O)c(O)c1)OC1CC(OC(=O)/C=C\c2ccc(O)c(O)c2)(C(=O)O)CC(O)C1O,active,516.4550000000003,1.0295999999999996,7.0,11.0,6.167491087293763
CHEMBL431948,O=C(/C=C\c1ccc(O)c(O)c1)OC1CC(OC(=O)/C=C\c2ccc(O)c(O)c2)(C(=O)O)CC(O)C1O,intermediate,516.4550000000003,1.0295999999999996,7.0,11.0,5.966576244513051
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,intermediate,318.237,1.6935999999999998,6.0,8.0,5.698970004336019
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,active,318.237,1.6935999999999998,6.0,8.0,6.221848749616356
CHEMBL145280,O=C(O)C(=O)CC(=O)c1cccc(Cc2ccccc2F)c1,active,300.285,2.6430000000000007,1.0,3.0,7.0
CHEMBL29898,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,inactive,272.212,1.2843999999999998,4.0,6.0,4.769551078621726
CHEMBL421353,O=C(O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1,inactive,289.262,2.2281000000000004,2.0,4.0,4.838631997765025
CHEMBL421353,O=C(O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1,active,289.262,2.2281000000000004,2.0,4.0,6.301029995663981
CHEMBL67233,O=C(/C=C\c1ccc(O)c(O)c1)OC1C(O)CC(OC(=O)/C=C\c2ccc(O)c(O)c2)(C(=O)O)CC1O,intermediate,516.4550000000003,1.0295999999999994,7.0,11.0,5.022276394711152
CHEMBL67233,O=C(/C=C\c1ccc(O)c(O)c1)OC1C(O)CC(OC(=O)/C=C\c2ccc(O)c(O)c2)(C(=O)O)CC1O,intermediate,516.4550000000003,1.0295999999999994,7.0,11.0,5.107905397309519
CHEMBL50605,O=C(O)C(=O)CC(=O)c1cccn1Cc1ccc(F)cc1,active,289.262,1.9020000000000001,1.0,4.0,6.769551078621726
CHEMBL145946,O=C(O)C(=O)CC(=O)c1ccn(Cc2ccccc2)c1,active,271.272,1.7629,1.0,4.0,6.301029995663981
CHEMBL145946,O=C(O)C(=O)CC(=O)c1ccn(Cc2ccccc2)c1,active,271.272,1.7629,1.0,4.0,6.221848749616356
CHEMBL541123,C[C@@H]1O[C@@H](OC2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(O)cccc2C4=O)C[C@H](N)[C@@H]1O.Cl,intermediate,529.4980000000004,-0.3016999999999999,7.0,12.0,5.638272163982407
CHEMBL541123,C[C@@H]1O[C@@H](OC2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(O)cccc2C4=O)C[C@H](N)[C@@H]1O.Cl,intermediate,529.4980000000004,-0.3016999999999999,7.0,12.0,5.3872161432802645
CHEMBL66854,Oc1cccc(/C=N/N=C/c2cccc(O)c2O)c1O,inactive,272.26,1.962000000000001,4.0,6.0,4.621602099051862
CHEMBL66854,Oc1cccc(/C=N/N=C/c2cccc(O)c2O)c1O,inactive,272.26,1.962000000000001,4.0,6.0,4.853871964321762
CHEMBL430786,Cc1cccc2c1C(O)=C1C(=O)C3C(O)=C(C(=O)NNC4(C(=O)[O-])CCCC4)C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2(C)O.[Na+],intermediate,552.6040000000004,0.31512000000000057,5.0,10.0,5.920818753952375
CHEMBL430786,Cc1cccc2c1C(O)=C1C(=O)C3C(O)=C(C(=O)NNC4(C(=O)[O-])CCCC4)C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2(C)O.[Na+],intermediate,552.6040000000004,0.31512000000000057,5.0,10.0,5.443697499232712
CHEMBL147209,O=C(O)C(=O)CC(=O)c1ccccc1Cc1ccccc1,intermediate,282.295,2.5039000000000007,1.0,3.0,5.246416941107094
CHEMBL85597,O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)N1CCN(C(=O)C(=O)/C=C(\O)c2cccc(Cc3ccccc3F)c2)CC1,intermediate,650.6780000000001,5.453400000000005,2.0,6.0,5.6020599913279625
CHEMBL85597,O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)N1CCN(C(=O)C(=O)/C=C(\O)c2cccc(Cc3ccccc3F)c2)CC1,active,650.6780000000001,5.453400000000005,2.0,6.0,6.522878745280337
CHEMBL284616,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,inactive,354.31100000000004,-0.6459000000000001,6.0,8.0,4.056505484093897
CHEMBL284616,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,inactive,354.31100000000004,-0.6459000000000001,6.0,8.0,4.33913452199613
CHEMBL63592,O=C(/C=C/c1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,active,474.3740000000002,1.2283999999999997,6.0,10.0,6.823908740944319
CHEMBL63592,O=C(/C=C/c1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,active,474.3740000000002,1.2283999999999997,6.0,10.0,6.886056647693163
CHEMBL144727,O=C(O)C(=O)CC(=O)c1cccc(Cc2cccc(F)c2)c1,active,300.285,2.6430000000000007,1.0,3.0,6.6020599913279625
CHEMBL146777,COc1ccc(C(=O)CC(=O)C(=O)O)cc1Cc1ccccc1,active,312.32099999999997,2.512500000000001,1.0,4.0,6.823908740944319
CHEMBL29898,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,intermediate,272.212,1.2843999999999998,4.0,6.0,5.3979400086720375
CHEMBL29898,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,active,272.212,1.2843999999999998,4.0,6.0,6.0
CHEMBL147317,COc1cc(Cc2ccccc2)cc(C(=O)CC(=O)C(=O)O)c1,active,312.321,2.5125,1.0,4.0,6.853871964321762
CHEMBL148241,CCOc1ccc(Cc2ccccc2)cc1C(=O)CC(=O)C(=O)O,active,326.34800000000007,2.9026000000000005,1.0,4.0,7.0
CHEMBL413552,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,intermediate,318.2370000000001,1.6936000000000004,6.0,8.0,5.886056647693163
CHEMBL413552,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,active,318.2370000000001,1.6936000000000004,6.0,8.0,6.221848749616356
CHEMBL357909,O=C(O)C(=O)CC(=O)c1cccc(Cc2ccccc2Cl)c1,active,316.74,3.157300000000002,1.0,3.0,7.0
CHEMBL86133,O=C(O)C(=O)/C=C(\O)c1cccc(C(c2cccc(/C(O)=C/C(=O)C(=O)O)c2)c2ccccc2F)c1,intermediate,490.4390000000002,4.111100000000003,4.0,6.0,5.7447274948966935
CHEMBL86133,O=C(O)C(=O)/C=C(\O)c1cccc(C(c2cccc(/C(O)=C/C(=O)C(=O)O)c2)c2ccccc2F)c1,active,490.4390000000002,4.111100000000003,4.0,6.0,6.698970004336019
CHEMBL441250,O=C(/C=C\c1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(OC(=O)/C=C\c2ccc(O)c(O)c2)C1O,active,516.4550000000003,1.0295999999999996,7.0,11.0,6.1938200260161125
CHEMBL441250,O=C(/C=C\c1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(OC(=O)/C=C\c2ccc(O)c(O)c2)C1O,active,516.4550000000003,1.0295999999999996,7.0,11.0,6.180456064458132
CHEMBL67535,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,inactive,448.4350000000001,1.6456599999999992,6.0,8.0,5.0
CHEMBL67535,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,intermediate,448.4350000000001,1.6456599999999992,6.0,8.0,5.522878745280337
CHEMBL358506,O=C(O)C(=O)CC(=O)c1ccc(Cc2ccccc2)s1,active,288.324,2.5654000000000012,1.0,4.0,6.301029995663981
CHEMBL145705,COc1ccc(Cc2ccccc2)cc1C(=O)CC(=O)C(=O)O,active,312.321,2.5124999999999993,1.0,4.0,7.0
CHEMBL343646,CC(C)Oc1ccc(Cc2ccccc2)cc1C(=O)CC(=O)C(=O)O,active,340.3750000000001,3.291100000000001,1.0,4.0,7.0
CHEMBL35109,O=C(/C=C(\O)c1c[nH]c2ccc(Cl)cc12)c1nn[nH]n1,inactive,289.68199999999996,2.1161999999999996,3.0,5.0,4.769551078621726
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,intermediate,302.194,1.3127999999999997,4.0,8.0,5.292429823902063
CHEMBL553067,Cc1cccc2c1C(O)=C1C(=O)C3C(O)=C(C(=O)NCNC(CO)(CO)CO)C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2(C)O.Cl,intermediate,559.6160000000003,-0.9893799999999981,8.0,11.0,5.958607314841775
CHEMBL553067,Cc1cccc2c1C(O)=C1C(=O)C3C(O)=C(C(=O)NCNC(CO)(CO)CO)C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2(C)O.Cl,active,559.6160000000003,-0.9893799999999981,8.0,11.0,6.301029995663981
CHEMBL177126,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,active,516.4550000000003,1.0295999999999996,7.0,11.0,6.102372908709558
CHEMBL177126,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,active,516.4550000000003,1.0295999999999996,7.0,11.0,6.267606240177032
CHEMBL66953,O=c1c(O)cccc2cc(O)c(O)c(O)c12,intermediate,220.17999999999998,1.0223999999999998,4.0,5.0,5.6777807052660805
CHEMBL19464,O=C(O)C(=O)CC(=O)c1cccc(Cc2ccccc2)c1,active,282.295,2.5039000000000007,1.0,3.0,7.0
CHEMBL314866,O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)NCCNC(=O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1,intermediate,624.6400000000002,5.015000000000003,4.0,6.0,5.236572006437063
CHEMBL314866,O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)NCCNC(=O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1,active,624.6400000000002,5.015000000000003,4.0,6.0,6.698970004336019
CHEMBL304266,CC1(C)CC2(CC(C)(C)c3cc(O)c(O)cc32)c2cc(O)c(O)cc21,inactive,340.4190000000001,4.157700000000006,4.0,4.0,4.769551078621726
CHEMBL359212,O=C(O)C(=O)CC(=O)c1ccsc1Cc1ccccc1,active,288.324,2.5654000000000012,1.0,4.0,6.7447274948966935
CHEMBL68073,C[Si](C)(C)C,inactive,88.22599999999998,1.9544,0.0,0.0,4.769551078621726
CHEMBL68073,C[Si](C)(C)C,intermediate,88.22599999999998,1.9544,0.0,0.0,5.301029995663981
CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,intermediate,444.4880000000002,-0.13919999999999944,8.0,10.0,5.42021640338319
CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,intermediate,444.4880000000002,-0.13919999999999944,8.0,10.0,5.096910013008056
CHEMBL144613,CC(=O)Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,inactive,361.35300000000007,0.9971999999999999,4.0,6.0,4.769551078621726
CHEMBL85660,O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)NCCCNC(=O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1,intermediate,638.6670000000003,5.4051000000000045,4.0,6.0,5.275724130399211
CHEMBL85660,O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)NCCCNC(=O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1,active,638.6670000000003,5.4051000000000045,4.0,6.0,6.698970004336019
CHEMBL87764,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2ccccc2COc2cccc(/C(O)=C/C(=O)C(=O)O)c2)c1,intermediate,518.4740000000003,3.9498000000000024,4.0,8.0,5.7447274948966935
CHEMBL87764,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2ccccc2COc2cccc(/C(O)=C/C(=O)C(=O)O)c2)c1,active,518.4740000000003,3.9498000000000024,4.0,8.0,6.522878745280337
CHEMBL83025,O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)NCCCCCNC(=O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1,intermediate,666.7210000000003,6.185300000000006,4.0,6.0,5.318758762624412
CHEMBL83025,O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)NCCCCCNC(=O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1,active,666.7210000000003,6.185300000000006,4.0,6.0,6.154901959985743
CHEMBL80488,CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)C[C@H]3[C@H](C)CO[C@]3(O)C[C@H]12,inactive,436.5890000000002,4.552800000000005,2.0,5.0,4.0
CHEMBL306631,CC1=C2C[C@@]3(C)C(=CCC[C@@H]3C(=O)O)C=C2OC1=O,inactive,260.289,2.5746,1.0,3.0,4.0
CHEMBL2309960,Nc1ccn([C@H]2C[C@@H](O)[C@@H](COP(=O)(O)O[C@@H]3[C@H](COP(=O)(O)O)OC[C@@H]3n3cnc4c(N)ncnc43)O2)c(=O)n1,inactive,620.4090000000001,-1.5525999999999975,6.0,17.0,4.721246399047171
CHEMBL2309960,Nc1ccn([C@H]2C[C@@H](O)[C@@H](COP(=O)(O)O[C@@H]3[C@H](COP(=O)(O)O)OC[C@@H]3n3cnc4c(N)ncnc43)O2)c(=O)n1,inactive,620.4090000000001,-1.5525999999999975,6.0,17.0,4.6020599913279625
CHEMBL430624,CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)C[C@H]3[C@@H](C)CO[C@]3(O)C[C@H]12,inactive,436.5890000000002,4.552800000000005,2.0,5.0,4.346787486224656
CHEMBL79935,CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)CC([C@H](C)C=O)C(=O)C=C12,inactive,432.5570000000002,4.522100000000004,1.0,5.0,4.958607314841775
CHEMBL77301,CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)CC3C(C)C(O)OC3(O)C=C12,inactive,450.5720000000002,3.7913000000000032,3.0,6.0,4.3979400086720375
CHEMBL307588,C=C(C=O)[C@@H]1C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)OP(=O)(OCC)OCC,inactive,566.6280000000003,6.081900000000007,0.0,9.0,4.0915149811213505
CHEMBL79880,CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)C[C@@H](C(C)C(O)O)C(=O)C=C12,inactive,450.5720000000002,3.6339000000000032,3.0,6.0,4.3979400086720375
CHEMBL310339,C=C(CO)[C@@H]1C[C@@]2(C)C(=C[C@H]1O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)O,inactive,434.5730000000003,4.027400000000003,3.0,5.0,4.136677139879544
CHEMBL80259,C=C(C=O)[C@@H]1C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)ON[C@H](C(=O)OC)c1ccccc1,intermediate,593.7170000000003,5.319700000000005,1.0,9.0,5.301029995663981
CHEMBL76984,C=C(C=O)[C@@H]1C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)O,intermediate,430.5410000000003,4.442200000000004,1.0,5.0,5.522878745280337
CHEMBL76319,C=CC(=C)[C@@H]1C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)O,inactive,428.5690000000003,5.429300000000005,1.0,4.0,4.522878745280337
CHEMBL1160386,Nc1ccn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3OC[C@@H](n4ccc(=O)[nH]c4=O)[C@@H]3O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,intermediate,597.3670000000003,-2.4244999999999974,6.0,15.0,5.1249387366083
CHEMBL1160386,Nc1ccn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3OC[C@@H](n4ccc(=O)[nH]c4=O)[C@@H]3O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,intermediate,597.3670000000003,-2.4244999999999974,6.0,15.0,5.229147988357856
CHEMBL80654,CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)CC([C@@H](C)C=O)C(=O)C=C12,inactive,432.5570000000002,4.522100000000004,1.0,5.0,4.958607314841775
CHEMBL80385,C=C(C=O)[C@@H]1C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)N1CCN(C(=O)[C@H]2CC[C@@H](OC(=O)/C(C)=C/C(C)CCCC)C3=CC(=O)[C@H](C(=C)C=O)C[C@@]32C)CC1,inactive,911.1899999999996,8.399600000000008,0.0,10.0,4.619788758288394
CHEMBL306576,C=C(C=O)[C@@H]1C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)O/C(=N\C1CCCCC1)NC1CCCCC1,inactive,636.874,7.51180000000001,1.0,7.0,4.055517327849831
CHEMBL80568,C=C(C=O)[C@@H]1C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)OC,intermediate,557.7280000000004,5.061500000000005,1.0,7.0,5.522878745280337
CHEMBL308870,C=C/C(C)=C1\C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)O,inactive,428.5690000000003,5.573400000000005,1.0,4.0,4.1249387366083
CHEMBL421139,CCCCC(C)/C=C(\C)C(=O)O,inactive,170.25199999999998,2.8436000000000003,1.0,1.0,4.920818753952375
CHEMBL307070,C=C(C=O)[C@@H]1C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)NCCNC(=O)[C@H]1CC[C@@H](OC(=O)/C(C)=C/C(C)CCCC)C2=CC(=O)[C@H](C(=C)C=O)C[C@@]21C,inactive,885.1519999999997,7.961200000000009,2.0,10.0,5.0
CHEMBL80419,C=C(C=O)[C@@H]1C[C@@]2(C)C(=CC1=O)[C@H](OC(=O)/C(C)=C/C(C)CCCC)CC[C@@H]2C(=O)ON[C@@H](C(=O)OC)c1ccccc1,intermediate,593.7170000000003,5.319700000000005,1.0,9.0,5.301029995663981
CHEMBL132058,O=C(/C=C/c1ccc(O)c(O)c1O)OCCc1ccccc1,intermediate,300.30999999999995,2.6025,3.0,5.0,5.698970004336019
CHEMBL134573,O=C(Cc1ccccc1)NCCc1ccc(O)c(O)c1,inactive,271.3159999999999,1.9991999999999999,3.0,3.0,4.0
CHEMBL133492,O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccc2ccccc2c1,inactive,334.37100000000004,4.050100000000003,2.0,4.0,4.356547323513812
CHEMBL32711,O=c1c(C(c2ccc(C(c3c(O)oc4cc(O)ccc4c3=O)c3c(O)oc4cc(O)ccc4c3=O)cc2)c2c(O)oc3cc(O)ccc3c2=O)c(O)oc2cc(O)ccc12,active,810.6760000000004,6.117400000000008,8.0,16.0,6.431798275933005
CHEMBL32711,O=c1c(C(c2ccc(C(c3c(O)oc4cc(O)ccc4c3=O)c3c(O)oc4cc(O)ccc4c3=O)cc2)c2c(O)oc3cc(O)ccc3c2=O)c(O)oc2cc(O)ccc12,active,810.6760000000004,6.117400000000008,8.0,16.0,6.481486060122113
CHEMBL17001,COC(=O)/C=C/c1ccc(O)c(O)c1,inactive,194.18599999999998,1.2839999999999998,2.0,4.0,4.0
CHEMBL262114,O=c1c(C(c2ccc(O)cc2)c2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,inactive,428.3960000000002,4.196400000000002,3.0,7.0,3.85078088734462
